Id,Label,timeset,modularity_class,time_score_stamp,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
194,electronic_design_automation_(eda),"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 14]; [2011.0, 9]; [2012.0, 7]>",5,23,28,4,0.477197,0.502137,0.00002,0.005064
190,elder_care,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 3]; [2011.0, 9]; [2012.0, 8]>",2,12,14,4,0.406537,0.435511,0.000211,0.001212
222,facility_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 9]; [2012.0, 7]>",13,22,35,4,0.474968,0.502703,0.000181,0.013532
525,service_industry,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 82]; [2011.0, 94]; [2012.0, 106]>",219,42,261,4,0.617834,0.708763,0.004713,0.677074
547,social_impact,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 7]; [2012.0, 2]>",34,7,41,4,0.483333,0.516284,0.000043,0.17596
143,credit_bureau,<[2012.0]>,1,"<[2012.0, 2]>",2,8,10,4,0.4603,0.477855,0,0.001582
4,ad_network,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 13]; [2011.0, 24]; [2012.0, 17]>",0,98,98,4,0.516949,0.564891,0,0
315,information_technology,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 447]; [2011.0, 517]; [2012.0, 588]>",218,214,432,3,0.752969,0.837014,0.025965,0.21968
218,events,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 25]; [2011.0, 27]; [2012.0, 32]>",42,74,116,4,0.532798,0.582705,0.001072,0.046721
30,archiving_service,"<[2010.0, 2011.0]>",5,"<[2010.0, 1]; [2011.0, 1]>",0,7,7,4,0.415923,0.438283,0,0
156,data_storage,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 11]; [2011.0, 10]; [2012.0, 12]>",24,41,65,4,0.501608,0.530449,0.000263,0.018188
368,marketing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 112]; [2011.0, 139]; [2012.0, 160]>",171,109,280,3,0.625935,0.711819,0.008546,0.268587
568,swimming,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 4]; [2012.0, 2]>",7,1,8,3,0.5,0.583333,0,0.033443
340,leasing,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 5]; [2012.0, 2]>",16,18,34,4,0.483245,0.510645,0.000021,0.042516
452,politics,"<[2011.0, 2012.0]>",3,"<[2011.0, 2]; [2012.0, 1]>",9,4,13,5,0.364754,0.396442,0.000001,0.036317
550,social_media_management,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 6]>",38,6,44,4,0.476744,0.509146,0.000037,0.159185
553,social_news,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 2]>",22,2,24,4,0.461078,0.481602,0.000006,0.152451
170,digital_entertainment,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 16]; [2011.0, 23]; [2012.0, 21]>",27,88,115,4,0.545998,0.592451,0.00139,0.017594
610,video_games,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 12]; [2011.0, 17]; [2012.0, 24]>",80,9,89,3,0.666667,0.770833,0.000425,0.383686
394,music_education,<[2011.0]>,4,"<[2011.0, 1]>",2,2,4,5,0.401869,0.425969,0,0.014191
396,musical_instruments,<[2011.0]>,4,"<[2011.0, 1]>",3,1,4,5,0.4,0.421484,0,0.014831
65,building_material,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 37]; [2011.0, 44]; [2012.0, 68]>",12,85,97,3,0.531062,0.572956,0.000552,0.004575
77,catering,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 5]; [2012.0, 2]>",3,23,26,4,0.464764,0.490883,0.000006,0.001423
58,blockchain,"<[2011.0, 2012.0]>",1,"<[2011.0, 2]; [2012.0, 1]>",3,19,22,4,0.464161,0.486503,0.00001,0.001625
587,transaction_processing,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 8]; [2012.0, 5]>",48,2,50,4,0.4,0.462963,0.000015,0.251274
375,medical_device,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 90]; [2011.0, 73]; [2012.0, 107]>",76,47,123,4,0.515892,0.585308,0.000951,0.175095
471,professional_services,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 102]; [2011.0, 124]; [2012.0, 135]>",156,50,206,4,0.575646,0.651175,0.004695,0.371909
258,furniture,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 4]; [2011.0, 16]; [2012.0, 7]>",16,30,46,3,0.5,0.528169,0.000104,0.020548
112,computer_vision,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 1]; [2012.0, 1]>",8,14,22,4,0.45049,0.47504,0.000015,0.005089
80,chemical,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 60]; [2011.0, 82]; [2012.0, 84]>",18,125,143,3,0.550209,0.609632,0.001271,0.007144
590,travel,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 28]; [2011.0, 46]; [2012.0, 59]>",132,7,139,3,0.586207,0.686275,0.000697,0.556498
373,media_and_entertainment,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 59]; [2011.0, 61]; [2012.0, 78]>",114,78,192,3,0.574879,0.652661,0.005583,0.208065
66,business_development,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 38]; [2011.0, 36]; [2012.0, 40]>",21,164,185,3,0.58147,0.646825,0.00129,0.008225
12,advice,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 12]; [2011.0, 10]; [2012.0, 15]>",2,71,73,5,0.495451,0.538175,0.000018,0.000662
121,consumer_goods,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 65]; [2011.0, 86]; [2012.0, 82]>",40,139,179,5,0.567916,0.636151,0.002811,0.022227
34,assistive_technology,<[2012.0]>,0,"<[2012.0, 1]>",0,5,5,4,0.401125,0.421844,0,0
637,wholesale,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 39]; [2011.0, 58]; [2012.0, 59]>",112,2,114,2,0.75,0.833333,0.000303,0.516221
291,homeland_security,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 17]; [2011.0, 18]; [2012.0, 11]>",16,23,39,5,0.481322,0.510796,0.000096,0.031162
184,e-commerce_platforms,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 6]>",19,42,61,3,0.508621,0.539548,0.000083,0.019467
150,cyber_security,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 37]; [2011.0, 35]; [2012.0, 42]>",36,111,147,3,0.555164,0.611346,0.001749,0.025872
619,virtualization,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 27]; [2011.0, 21]; [2012.0, 34]>",90,4,94,2,0.833333,0.9,0.000139,0.407082
353,local_advertising,"<[2010.0, 2012.0]>",3,"<[2010.0, 2]; [2012.0, 2]>",9,10,19,4,0.41791,0.450397,0.000003,0.028559
483,quantum_computing,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 12]; [2011.0, 6]; [2012.0, 5]>",38,12,50,4,0.477966,0.514184,0.000067,0.114137
510,sales,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 12]; [2011.0, 20]; [2012.0, 16]>",69,13,82,4,0.482456,0.52803,0.000318,0.233677
41,autonomous_vehicles,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 4]; [2011.0, 2]; [2012.0, 3]>",4,25,29,4,0.4419,0.473129,0.000019,0.001634
469,productivity_tools,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 1]>",11,3,14,4,0.428571,0.453488,0.00001,0.021529
298,human_resources,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 41]; [2011.0, 42]; [2012.0, 67]>",59,72,131,3,0.558261,0.609553,0.001285,0.081837
635,wedding,<[2011.0]>,3,"<[2011.0, 3]>",13,0,13,0,0,0,0,0.09353
6,ad_server,<[2011.0]>,3,"<[2011.0, 1]>",1,5,6,5,0.415469,0.436216,0,0.000275
11,advertising_platforms,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 12]; [2011.0, 18]; [2012.0, 10]>",5,105,110,4,0.527656,0.576123,0.000384,0.001543
221,facilities_support_services,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 8]; [2011.0, 8]; [2012.0, 18]>",18,47,65,3,0.508219,0.547619,0.000737,0.021131
370,marketplace,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 14]; [2011.0, 23]; [2012.0, 28]>",84,59,143,3,0.551963,0.613668,0.001527,0.173427
487,real_time,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 9]; [2011.0, 15]; [2012.0, 13]>",89,29,118,4,0.549356,0.60612,0.000605,0.243198
269,govtech,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 4]; [2011.0, 1]; [2012.0, 8]>",16,17,33,4,0.484722,0.505969,0.000022,0.031471
185,e-learning,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 11]; [2011.0, 12]; [2012.0, 6]>",7,39,46,4,0.494869,0.52669,0.000065,0.010879
199,embedded_software,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 1]>",10,19,29,4,0.446927,0.477917,0.000075,0.009184
227,fashion,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 36]; [2011.0, 48]; [2012.0, 49]>",44,86,130,3,0.550345,0.602339,0.002278,0.04282
253,fruit,"<[2011.0, 2012.0]>",0,"<[2011.0, 1]; [2012.0, 1]>",1,3,4,4,0.36828,0.388078,0,0.003099
7,ad_targeting,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 4]; [2011.0, 1]; [2012.0, 4]>",1,38,39,5,0.479084,0.507468,0.000021,0.000293
549,social_media_advertising,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 4]; [2012.0, 5]>",31,5,36,4,0.463687,0.49498,0.000082,0.14787
130,content_discovery,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 5]; [2012.0, 3]>",4,17,21,4,0.452336,0.477101,0.000002,0.002495
171,digital_marketing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 31]; [2011.0, 25]; [2012.0, 30]>",42,91,133,4,0.538553,0.591043,0.001365,0.030914
97,coffee,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 6]; [2012.0, 7]>",3,24,27,4,0.4566,0.484488,0.000016,0.001398
570,tea,<[2012.0]>,4,"<[2012.0, 1]>",4,0,4,0,0,0,0,0.023507
88,cleantech,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 7]; [2011.0, 5]; [2012.0, 6]>",6,44,50,4,0.490584,0.522073,0.0004,0.002759
624,waste_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 19]; [2011.0, 18]; [2012.0, 14]>",61,2,63,3,0.545455,0.638889,0.000037,0.288061
155,data_mining,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 5]; [2011.0, 7]; [2012.0, 5]>",10,40,50,4,0.502165,0.530891,0.000054,0.006117
616,virtual_reality,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 6]; [2011.0, 8]; [2012.0, 11]>",77,3,80,2,0.6,0.666667,0.00021,0.363494
316,infrastructure,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 41]; [2011.0, 42]; [2012.0, 47]>",68,73,141,3,0.548161,0.607029,0.000868,0.104357
284,higher_education,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 3]>",7,11,18,4,0.467836,0.488802,0.000223,0.010823
387,mobile_apps,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 14]; [2011.0, 29]; [2012.0, 26]>",95,57,152,4,0.54712,0.620415,0.001329,0.195308
551,social_media_marketing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 15]; [2011.0, 17]; [2012.0, 23]>",82,12,94,4,0.503106,0.552469,0.000181,0.312707
308,industrial,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 115]; [2011.0, 161]; [2012.0, 151]>",82,112,194,3,0.589837,0.665641,0.002904,0.104449
418,online_games,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 12]; [2011.0, 11]; [2012.0, 9]>",45,19,64,4,0.439394,0.492816,0.0002,0.126563
240,fitness,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 10]; [2011.0, 16]; [2012.0, 16]>",28,53,81,4,0.522039,0.560906,0.000576,0.034682
101,collection_agency,<[2011.0]>,1,"<[2011.0, 1]>",0,4,4,5,0.418564,0.440342,0,0
456,predictive_analytics,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 9]; [2012.0, 8]>",40,18,58,4,0.468208,0.518519,0.000166,0.122143
555,social_shopping,<[2012.0]>,4,"<[2012.0, 2]>",10,0,10,0,0,0,0,0.060411
349,lingerie,"<[2011.0, 2012.0]>",4,"<[2011.0, 1]; [2012.0, 1]>",1,3,4,4,0.426752,0.448383,0,0.001939
576,textiles,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 21]; [2011.0, 25]; [2012.0, 16]>",69,12,81,3,0.512195,0.603175,0.000405,0.303148
55,biopharma,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 20]; [2011.0, 21]; [2012.0, 22]>",4,46,50,4,0.483784,0.517846,0.00008,0.001342
348,lighting,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 16]; [2011.0, 18]; [2012.0, 15]>",36,26,62,4,0.468376,0.509428,0.000093,0.089792
131,content_marketing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 6]; [2012.0, 8]>",14,42,56,4,0.489339,0.523602,0.000138,0.009229
595,tv_production,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 6]; [2011.0, 4]; [2012.0, 7]>",44,4,48,4,0.47619,0.530556,0.00002,0.238256
109,communities,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 19]; [2011.0, 25]; [2012.0, 28]>",23,137,160,3,0.569061,0.629126,0.001882,0.011544
228,fast-moving_consumer_goods,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 3]; [2011.0, 7]; [2012.0, 1]>",9,16,25,4,0.474903,0.49729,0.000023,0.010198
502,retail,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 107]; [2011.0, 143]; [2012.0, 154]>",248,65,313,4,0.661458,0.752625,0.012558,0.583299
447,physical_security,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 2]; [2012.0, 1]>",15,3,18,5,0.39206,0.424473,0.000084,0.055364
479,public_transportation,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 8]; [2011.0, 5]; [2012.0, 7]>",33,13,46,4,0.459283,0.502364,0.000121,0.113316
274,greentech,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 6]>",14,20,34,3,0.465955,0.494747,0.000067,0.020042
470,professional_networking,"<[2011.0, 2012.0]>",3,"<[2011.0, 3]; [2012.0, 4]>",14,9,23,4,0.446023,0.480892,0.000005,0.036775
15,agriculture,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 30]; [2011.0, 59]; [2012.0, 61]>",2,127,129,4,0.542831,0.596761,0.000165,0.000605
605,video,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 37]; [2011.0, 55]; [2012.0, 53]>",170,13,183,2,0.76,0.842105,0.000762,0.617123
93,cloud_management,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 10]; [2011.0, 10]; [2012.0, 12]>",8,59,67,4,0.483395,0.526718,0.000037,0.004456
410,nuclear,"<[2010.0, 2012.0]>",0,"<[2010.0, 1]; [2012.0, 2]>",7,4,11,5,0.377953,0.408247,0.000001,0.018002
301,identity_management,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 13]; [2011.0, 7]; [2012.0, 11]>",42,50,92,3,0.529801,0.570833,0.000468,0.067895
490,recruiting,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 27]; [2011.0, 27]; [2012.0, 41]>",78,21,99,4,0.507874,0.560724,0.000704,0.230824
74,career_planning,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 7]; [2012.0, 9]>",5,49,54,4,0.494424,0.527412,0.00006,0.002214
203,employee_benefits,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 14]; [2011.0, 24]; [2012.0, 25]>",9,27,36,4,0.467195,0.499798,0.000053,0.007062
205,energy,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 119]; [2011.0, 168]; [2012.0, 170]>",47,126,173,3,0.576341,0.644391,0.002494,0.042273
454,power_grid,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 5]; [2012.0, 3]>",24,7,31,5,0.382789,0.423385,0.000017,0.083301
352,local,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 8]; [2011.0, 9]; [2012.0, 12]>",50,44,94,4,0.493601,0.550617,0.000868,0.100853
108,communications_infrastructure,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 33]; [2011.0, 43]; [2012.0, 36]>",23,121,144,4,0.556034,0.611919,0.000835,0.011909
162,delivery,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 12]; [2011.0, 14]; [2012.0, 19]>",24,74,98,4,0.534884,0.575543,0.000626,0.017444
129,content_delivery_network,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 4]; [2012.0, 4]>",5,34,39,4,0.487856,0.516955,0.000029,0.004328
399,natural_language_processing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 1]; [2012.0, 2]>",16,10,26,5,0.408759,0.45754,0.000038,0.058407
643,wireless,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 68]; [2011.0, 64]; [2012.0, 70]>",182,0,182,0,0,0,0,0.868955
468,product_search,"<[2010.0, 2012.0]>",3,"<[2010.0, 2]; [2012.0, 2]>",12,5,17,4,0.468864,0.491536,0.000001,0.0544
586,training,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 39]; [2011.0, 38]; [2012.0, 32]>",105,7,112,4,0.419753,0.514706,0.000848,0.476996
538,smart_home,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 2]>",23,1,24,4,0.452941,0.470779,0,0.113665
13,aerospace,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 38]; [2011.0, 69]; [2012.0, 74]>",3,114,117,4,0.534452,0.584573,0.000823,0.000825
382,mining,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 40]; [2011.0, 43]; [2012.0, 34]>",48,26,74,4,0.467706,0.521429,0.000514,0.12492
337,law_enforcement,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 6]>",20,17,37,4,0.460504,0.492701,0.000052,0.04998
197,email,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 19]; [2011.0, 14]; [2012.0, 20]>",39,76,115,4,0.521465,0.575262,0.000544,0.034147
473,property_development,"<[2011.0, 2012.0]>",1,"<[2011.0, 1]; [2012.0, 7]>",14,6,20,4,0.41691,0.448718,0.000017,0.043659
54,biometrics,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 6]; [2012.0, 10]>",1,35,36,4,0.478183,0.506828,0.000007,0.000423
485,real_estate,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 56]; [2011.0, 73]; [2012.0, 90]>",148,46,194,4,0.579167,0.656475,0.004775,0.404968
467,product_research,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 7]; [2011.0, 5]; [2012.0, 7]>",25,7,32,4,0.409922,0.444798,0.000109,0.094315
347,lifestyle,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 22]; [2011.0, 32]; [2012.0, 38]>",60,59,119,4,0.534483,0.592294,0.001953,0.107941
530,shopping,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 22]; [2011.0, 23]; [2012.0, 25]>",107,23,130,4,0.555556,0.619444,0.001504,0.367885
546,social_entrepreneurship,"<[2010.0, 2012.0]>",3,"<[2010.0, 1]; [2012.0, 1]>",11,3,14,5,0.39726,0.431418,0.000002,0.032794
408,nightlife,<[2011.0]>,3,"<[2011.0, 1]>",6,3,9,5,0.384615,0.413077,0,0.01935
501,restaurants,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 9]; [2011.0, 28]; [2012.0, 28]>",83,27,110,4,0.53527,0.592377,0.001646,0.238455
594,tv,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 12]; [2011.0, 13]; [2012.0, 17]>",72,8,80,4,0.525424,0.604839,0.000131,0.403318
67,business_information_systems,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 19]; [2011.0, 11]; [2012.0, 13]>",9,78,87,4,0.511407,0.556227,0.000188,0.00425
89,clinical_trials,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 10]; [2011.0, 14]; [2012.0, 11]>",8,23,31,4,0.472398,0.495849,0.000072,0.004343
137,coupons,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 6]; [2011.0, 8]; [2012.0, 7]>",8,43,51,5,0.49177,0.525872,0.000049,0.005832
98,collaboration,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 47]; [2011.0, 44]; [2012.0, 43]>",31,140,171,4,0.565689,0.628439,0.001843,0.014411
366,marine_transportation,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 6]; [2011.0, 4]; [2012.0, 2]>",22,17,39,4,0.442708,0.481046,0.000891,0.063554
324,internet_of_things,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 24]; [2011.0, 30]; [2012.0, 21]>",74,78,152,4,0.558317,0.624144,0.001517,0.133491
79,charity,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 1]>",2,25,27,4,0.472961,0.497255,0.000008,0.000708
493,religion,<[2010.0]>,3,"<[2010.0, 1]>",4,2,6,5,0.381579,0.411303,0,0.012636
497,reputation,"<[2010.0, 2011.0]>",3,"<[2010.0, 2]; [2011.0, 3]>",13,10,23,4,0.460993,0.498718,0.000018,0.034169
285,home_and_garden,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 2]; [2012.0, 9]>",17,22,39,5,0.489146,0.515631,0.000182,0.024845
288,home_improvement,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 7]>",21,13,34,5,0.464632,0.488408,0.000089,0.039111
36,auctions,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 8]; [2012.0, 5]>",4,45,49,4,0.491929,0.521157,0.000068,0.001476
436,pc_games,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 7]; [2012.0, 9]>",30,10,40,4,0.429429,0.472028,0.000859,0.105001
419,online_portals,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 22]; [2011.0, 16]; [2012.0, 26]>",103,48,151,4,0.565359,0.631503,0.001658,0.242083
625,water,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 20]; [2011.0, 11]; [2012.0, 21]>",67,4,71,2,0.833333,0.9,0.000182,0.328995
17,air_transportation,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 6]; [2011.0, 10]; [2012.0, 15]>",2,57,59,4,0.494854,0.529896,0.000216,0.000605
548,social_media,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 47]; [2011.0, 78]; [2012.0, 81]>",195,37,232,4,0.605634,0.702519,0.004902,0.58728
403,network_security,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 25]; [2011.0, 31]; [2012.0, 28]>",89,38,127,4,0.515873,0.576496,0.001261,0.205873
439,personal_finance,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 5]; [2012.0, 5]>",25,10,35,4,0.446575,0.484663,0.000077,0.081281
401,navigation,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 16]; [2011.0, 15]; [2012.0, 16]>",61,26,87,5,0.492147,0.543174,0.000473,0.159998
446,photography,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 5]; [2011.0, 8]; [2012.0, 12]>",61,26,87,4,0.496689,0.556667,0.000877,0.193412
37,audio,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 7]; [2011.0, 13]; [2012.0, 9]>",6,63,69,4,0.503051,0.539573,0.000251,0.002274
189,education,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 50]; [2011.0, 69]; [2012.0, 61]>",58,133,191,3,0.585598,0.651585,0.003683,0.046621
406,nfc,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 2]; [2012.0, 2]>",17,8,25,4,0.435233,0.469246,0.000009,0.06526
226,farming,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 15]; [2012.0, 12]>",9,27,36,4,0.467609,0.50021,0.000491,0.005313
577,theatre,<[2011.0]>,3,"<[2011.0, 2]>",10,4,14,4,0.387097,0.449074,0.000004,0.062998
125,consumer_software,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 2]; [2012.0, 1]>",3,26,29,4,0.470238,0.498066,0.000066,0.003322
114,confectionery,"<[2010.0, 2011.0]>",4,"<[2010.0, 1]; [2011.0, 2]>",0,9,9,6,0.431233,0.456344,0,0
631,web_design,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 21]; [2011.0, 24]; [2012.0, 28]>",130,4,134,2,0.833333,0.9,0.000189,0.604899
247,food_trucks,<[2011.0]>,4,"<[2011.0, 1]>",1,2,3,5,0.401254,0.425391,0,0.003099
313,information_and_communications_technology_(ict),"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 7]; [2011.0, 10]; [2012.0, 10]>",22,30,52,3,0.508772,0.537095,0.000059,0.031403
393,music,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 16]; [2011.0, 19]; [2012.0, 25]>",68,40,108,4,0.509186,0.576031,0.000866,0.1699
200,embedded_systems,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 9]; [2011.0, 4]; [2012.0, 1]>",12,15,27,4,0.465879,0.489906,0.000009,0.013131
39,auto_insurance,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 6]; [2011.0, 6]; [2012.0, 8]>",1,29,30,4,0.454689,0.484547,0.000018,0.00032
